"Bin","Room","Rack","Type","Status","SKU","Males","Females","Pregnant Females","Mothers","Mother Slots","Rats/Litter","Due Date","Birth Date","Grow-out Start","Source Bin","Active Vacation Mothers","Label Primary","Label Secondary","QR Target","SKU Freezer On Hand","Shopify Variant IDs","Last Event","Note","Updated At"
"B3-08","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-08","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-08","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-09","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-09","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-09","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B4-01","breeding","Breed 4","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B4-01","Breeding / Breed 4 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B4-01","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B4-02","breeding","Breed 4","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B4-02","Breeding / Breed 4 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B4-02","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B4-03","breeding","Breed 4","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B4-03","Breeding / Breed 4 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B4-03","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B4-04","breeding","Breed 4","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B4-04","Breeding / Breed 4 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B4-04","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B4-05","breeding","Breed 4","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B4-05","Breeding / Breed 4 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B4-05","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B4-06","breeding","Breed 4","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B4-06","Breeding / Breed 4 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B4-06","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B4-07","breeding","Breed 4","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B4-07","Breeding / Breed 4 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B4-07","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B4-08","breeding","Breed 4","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B4-08","Breeding / Breed 4 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B4-08","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B4-09","breeding","Breed 4","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B4-09","Breeding / Breed 4 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B4-09","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-01","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-01","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-01","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-02","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-02","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-02","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-03","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-03","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-03","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-04","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-04","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-04","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-05","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-05","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-05","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-06","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-06","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-06","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-07","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-07","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-07","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-08","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-08","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-08","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-09","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-09","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-09","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-01","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-01","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-01","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-02","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-02","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-02","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-03","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-03","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-03","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-04","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-04","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-04","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-05","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-05","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-05","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-06","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-06","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-06","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-07","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-07","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-07","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-08","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-08","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-08","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-09","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-09","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-09","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"G1-01","growout","Grow 1","70S","growout","Small","0","0","0","0","","42","2026-06-21","2026-05-20","2026-06-10","55-1-01","0","G1-01","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-01","0","SML-12CT:46429948280988|SML-24CT:46429948313756|SML-48CT:46429948346524","Seeded Small grow-out","Small grow-out batch","2026-06-18T03:02:59.863Z"
"G1-02","growout","Grow 1","70S","growout","Smedium","0","0","0","0","","36","2026-06-22","2026-05-05","2026-05-26","55-1-02","0","G1-02","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-02","0","SMED-12CT:46429864460444|SMED-24CT:46429864493212|SMED-48CT:46429864525980","Seeded Smedium grow-out","Smedium grow-out batch","2026-06-18T03:02:59.863Z"
"G1-03","growout","Grow 1","70S","growout","Medium","0","0","0","0","","24","2026-06-23","2026-04-21","2026-05-12","55-1-03","0","G1-03","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-03","0","MED-12CT:46429854531740|MED-24CT:46429854564508|MED-48CT:46429854597276","Seeded Medium grow-out","Medium grow-out batch","2026-06-18T03:02:59.863Z"
"G1-04","growout","Grow 1","70S","growout","Small","0","0","0","0","","48","2026-06-24","2026-05-23","2026-06-13","55-1-04","0","G1-04","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-04","0","SML-12CT:46429948280988|SML-24CT:46429948313756|SML-48CT:46429948346524","Seeded Small grow-out","Small grow-out batch","2026-06-18T03:02:59.863Z"
"G1-05","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-05","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-05","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-06","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-06","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-06","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-07","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-07","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-07","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-08","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-08","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-08","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-09","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-09","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-09","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-01","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-01","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-01","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-02","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-02","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-02","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-03","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-03","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-03","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-04","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-04","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-04","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-05","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-05","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-05","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-06","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-06","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-06","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-07","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-07","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-07","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-08","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-08","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-08","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-09","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-09","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-09","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G3-01","growout","Grow 3","70S","open","No SKU","0","0","0","0","","0","","","","","0","G3-01","Grow-out / Grow 3 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G3-01","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G3-02","growout","Grow 3","70S","open","No SKU","0","0","0","0","","0","","","","","0","G3-02","Grow-out / Grow 3 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G3-02","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G3-03","growout","Grow 3","70S","open","No SKU","0","0","0","0","","0","","","","","0","G3-03","Grow-out / Grow 3 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G3-03","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G3-04","growout","Grow 3","70S","open","No SKU","0","0","0","0","","0","","","","","0","G3-04","Grow-out / Grow 3 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G3-04","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G3-05","growout","Grow 3","70S","open","No SKU","0","0","0","0","","0","","","","","0","G3-05","Grow-out / Grow 3 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G3-05","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G3-06","growout","Grow 3","70S","open","No SKU","0","0","0","0","","0","","","","","0","G3-06","Grow-out / Grow 3 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G3-06","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G3-07","growout","Grow 3","70S","open","No SKU","0","0","0","0","","0","","","","","0","G3-07","Grow-out / Grow 3 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G3-07","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G3-08","growout","Grow 3","70S","open","No SKU","0","0","0","0","","0","","","","","0","G3-08","Grow-out / Grow 3 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G3-08","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G3-09","growout","Grow 3","70S","open","No SKU","0","0","0","0","","0","","","","","0","G3-09","Grow-out / Grow 3 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G3-09","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G4-01","growout","Grow 4","70S","open","No SKU","0","0","0","0","","0","","","","","0","G4-01","Grow-out / Grow 4 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G4-01","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G4-02","growout","Grow 4","70S","open","No SKU","0","0","0","0","","0","","","","","0","G4-02","Grow-out / Grow 4 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G4-02","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G4-03","growout","Grow 4","70S","open","No SKU","0","0","0","0","","0","","","","","0","G4-03","Grow-out / Grow 4 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G4-03","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G4-04","growout","Grow 4","70S","open","No SKU","0","0","0","0","","0","","","","","0","G4-04","Grow-out / Grow 4 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G4-04","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G4-05","growout","Grow 4","70S","open","No SKU","0","0","0","0","","0","","","","","0","G4-05","Grow-out / Grow 4 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G4-05","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G4-06","growout","Grow 4","70S","open","No SKU","0","0","0","0","","0","","","","","0","G4-06","Grow-out / Grow 4 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G4-06","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G4-07","growout","Grow 4","70S","open","No SKU","0","0","0","0","","0","","","","","0","G4-07","Grow-out / Grow 4 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G4-07","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G4-08","growout","Grow 4","70S","open","No SKU","0","0","0","0","","0","","","","","0","G4-08","Grow-out / Grow 4 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G4-08","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G4-09","growout","Grow 4","70S","open","No SKU","0","0","0","0","","0","","","","","0","G4-09","Grow-out / Grow 4 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G4-09","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"10-1-10","nursery","10S 1","10S","open","No SKU","0","0","0","0","1","0","","","","","0","10-1-10","Nursery / 10S 1 / 10S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#10-1-10","","","","","2026-06-18T03:02:59.864Z"
